,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
994,Home,Good Neighbours,69,,157485,2024-01-17,89,0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002,4,"It's a light relief from a bad habit
It's my mother's cooking when I can't have it
It's the last train home from a day trippin'
It's the place I'll go when I start slippin'

Darling, won't you take me home?
Send me shivers somewhere I used to go
Wrap my name across your mouth
When I let my feelings out
Darling, won't you take me home?

...
"
995,Skin and Bones,David Kushner,77,"gen z singer-songwriter, singer-songwriter pop",214632,2024-01-19,85,0.484,0.457,10,-10.205,1,0.0376,0.649,0.477,0.148,0.17,116.9,4,"I fantasize to feel you like a bullet
And all your layers to the fullest
But the heavens won't condone it, mm
You deceivin', wayward woman
You're a false prophet at the pulpit
The condition of your soul is erodin'

Wrap me in your skin and bones, yeah, you're electrical
Oh, I'm gonna lose control, yeah, as you pull me close
Wrap me in your skin and bones, yeah, you're electrical
Oh, I'm gonna lose control

As your flatter talk shivers down my spine
I hear the Holy One exposin' all the lies
...
"
996,All My Love,Noah Kahan,87,pov: indie,251510,2022-10-14,83,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,4,"Okay (I feel good about this)

How have things been? Well, love, now that you mention it
My folks still talk, but they speak in these two-word sentences
I'm sayin' too much, but you know how it gets out here
No winter coat could keep out all the cold of your atmosphere

We once sang Retrograde, we'd shake the frame of your car
Now I know your name but not who you are
It's all okay, there ain't a drop of bad blood
It's all my love, you got all my love

I'm still out here with the pills and the dogs
If you need me, dear, I'm the same as I was
It's all okay, there ain't a drop of bad blood
It's all my love, you got all my love

You got all my love
...
"
997,Bloom - Bonus Track,The Paper Kites,69,"australian indie folk, indie anthem-folk, indie folk, stomp and flutter, stomp and holler",210080,2013-03-05,81,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,4,"In the morning, when I wake
And the sun is coming through
Oh, you fill my lungs with sweetness
And you fill my head with you

Shall I write it in a letter?
Shall I try to get it down?
Oh, you fill my head with pieces
Of a song I can't get out

Can I be close to you?
Oo-oo-oo-ooh, oo-oo-oo-ooh
...
"
998,Honeypie,JAWNY,61,"bedroom pop, pov: indie",135581,2020-10-27,77,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,4,"Ooh, girl, don't you stop, don't you stop 'til you get enough ho-
Oh honey-honeypie, honey-honey-honeypie
Ooh, girl, don't you stop, don't you stop 'til you get enough ho-
Oh honey-honeypie, honey-honey-honeypie

Oh girl, don't you stop
'Til you're my girl, and I won't stop it until you're my girl
And you can't stop that 'til you're mine, girl, and I can't
Find out what you want, what you got? I got that honeypie, come bite it
Bring your own fork, girl, you know I don't provide it (ha!)

Ooh, girl, don't you stop, don't you stop 'til you get enough ho-
...
"
999,Flowers in Your Hair,The Lumineers,78,"folk-pop, modern rock, stomp and holler",109735,2012-04-03,77,0.67,0.609,7,-10.088,1,0.0333,0.749,6.74e-05,0.227,0.573,127.463,4,"When we were younger, we thought
Everyone was on our side, then we grew a little
And romanticized the time I saw
Flowers in your hair

See, it takes a boy to live
It takes a man to pretend he was there

So then we grew a little and knew a lot
And now we demonstrated it to the cops
And all the things we said
...
"
1000,The Only Exception,Paramore,77,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",267653,2009-09-28,77,0.452,0.563,4,-6.607,1,0.0272,0.144,0.0,0.143,0.209,137.715,3,"When I was younger, I saw my daddy cry
And curse at the wind
He broke his own heart and I watched
As he tried to reassemble it
And my momma swore
That she would never let herself forget
And that was the day that I promised
I'd never sing of love if it does not exist

But darling, you are the only exception
You are the only exception
You are the only exception
You are the only exception

Maybe I know somewhere deep in my soul
That love never lasts
...
"
1001,All I Need,Radiohead,81,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",228746,2007-12-28,75,0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,4,"I'm the next step
Waiting in the wings
I'm an animal
Trapped in your hot car

I am all the days
That you choose to ignore

You are all I need
You are all I need
I'm in the middle of your picture
Lying in the reeds
...
"
1002,Skinny Love,Bon Iver,75,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",238520,2008-02-19,75,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,4,"Come on, skinny love, just last the year
Pour a little salt, we were never here
My my my, my my my, my my
Staring at the sink of blood and crushed veneer

I tell my love to wreck it all
Cut out all the ropes and let me fall
My my my, my my my, my my
Right in this moment, this order's tall

And I told you to be patient
And I told you to be fine
And I told you to be balanced
...
"
1003,In A Good Way,Faye Webster,71,"atlanta indie, indie pop",224680,2021-06-25,74,0.587,0.286,9,-8.839,1,0.0315,0.185,0.0288,0.214,0.302,71.123,4,"I didn't know that I was capable of being happy right now
But you showed me how
I didn't know that you were right in front of me
Until I looked out

You make me wanna cry in a good way
You make me wanna cry in a good way
You make me wanna cry in a good way
...
"
1004,I Belong In Your Arms,Chairlift,43,"brooklyn indie, indietronica, metropopolis, neo-synthpop",207320,2012-01-23,52,0.504,0.791,5,-5.97,1,0.0453,0.00501,3.09e-05,0.126,0.77,172.599,4,"Crossin' my heart
Open wide
You're my crystal and clover
All of me, honestly
Is dedicated to hold you
Swear to God, double knot
What would you do if I stole you tonight?
Why waste time?

'Cause the world goes on without us
It doesn't matter what we do
All silhouettes with no regrets
When I'm melting into you
'Cause I belong in your arms
...
"
1005,Sit Next to Me,Foster The People,70,"indietronica, modern alternative rock, modern rock, rock",243146,2017-07-21,74,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,4,"Yeah, it's over, it's over
I'm circling these vultures
Got me praying, man this hunger
Feeling something rotten
Last time I saw you said ""What's up?""
And pushed right through
Then I tried to catch you
But we're always on the move

And now it's over, we're sober
Symptoms of the culture
And the night ain't getting younger
Last call's around the corner
Feeling kinda tempted
And I'm pouring out the truth
Just fading out these talkers 'cause now all I want is you

I'm saying, come over here sit next to me
We can see where things go naturally
Just say the word and I'll part the sea
...
"
1006,You're Somebody Else,flora cash,58,"indie pop, scandipop, swedish indie folk",218883,2018-06-19,72,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,"I saw the part of you
That only when you're older you will see too
You will see too
I held the better cards
But every stroke of luck has gotta bleed through
It's gotta bleed through

You held the balance of the time
That only blindly I could read you
But I could read you
It's like you told me
Go forward slowly
It's not a race to the end

Well, you look like yourself
But you're somebody else
Only it ain't on the surface
Well, you talk like yourself
No, I hear someone else though
Now you're making me nervous
...
"
1007,Big Jet Plane,Angus & Julia Stone,65,"australian indie folk, indie folk",239146,2010-03-30,72,0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.274,109.959,4,"She said, hello mister
Pleased to meet you
I wanna hold her
I wanna kiss her
She smelled of daisies
She smelled of daisies
She drive me crazy
She drive me crazy

Gonna take her for a ride on a big jet plane
Gonna take her for a ride on a big jet plane
Hey, hey
Hey, hey

Be my lover
...
"
1008,Something About Us,Daft Punk,80,"electro, filter house, rock",232666,2001-03-12,72,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,4,"It might not be the right time
I might not be the right one
But there's something about us I want to say
'Cause there's something between us anyway

...
"
1009,Gooey,Glass Animals,74,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",289306,2014-06-03,72,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,4,"Alright, come close
Let me show you everything I know
A jungle slang
Spinning 'round my head and I stare
While my naked fool
Fresh out of an icky gooey womb
A woozy youth
Dopes up on her silky smooth perfume

Right my little pooh bear, wanna take a chance?
Wanna sip this smooth air, kick it in the sand?
I'll say I told you so but you just gonna cry
You just wanna know those peanut butter vibes

My, my simple sir, this ain't gonna work
Mind my wicked words and tipsy topsy slurs
...
"
1010,Friday I'm in Love,The Cure,75,"new wave, permanent wave, rock, uk post-punk",214400,1992-04-21,71,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,4,"I don't care if Monday's blue
Tuesday's grey and Wednesday too
Thursday, I don't care about you
It's Friday, I'm in love

Monday, you can fall apart
Tuesday, Wednesday, break my heart
Oh, Thursday doesn't even start
It's Friday, I'm in love

Saturday, wait
And Sunday always comes too late
But Friday, never hesitate

I don't care if Monday's black
Tuesday, Wednesday, heart attack
Thursday, never looking back
...
"
1011,Old Pine,Ben Howard,64,"british singer-songwriter, folk-pop, indie folk",328506,2011-01-01,70,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,4,"Ooh, hot sand on toes, cold sand in sleeping bags
I've come to know that memories
Were the best things you ever had
The summer shone, beat down on bony backs
So far from home where the ocean stood
Down dust and pine cone tracks

We slept like dogs down by the fire side
Awoke to the fog where all around us
The bloom of summertime

We stood
Steady as the stars in the woods
So happy-hearted
And the warmth rang true inside these bones
...
"
1012,Mess Is Mine,Vance Joy,76,"folk-pop, modern rock",223640,2014-09-09,70,0.595,0.723,7,-8.256,1,0.0349,0.047,0.0286,0.0995,0.272,108.043,1,"Talking like we used to do
It was always me and you
Shaping up and shipping out
Check me in and check me out
Do you like walking in the rain?
When you think of love, do you think of pain?
You can tell me what you see
I will choose what I believe

Well, hold on, darling
This body is yours
This body is yours and mine
Well, hold on, my darling
This mess was yours
Now your mess is mine

...
"
1013,Tiny Moves,Bleachers,69,"indie pop, indie poptimism, modern rock, pov: indie",228381,2024-01-17,70,0.686,0.647,9,-8.255,1,0.056,0.334,0.0676,0.151,0.908,155.998,4,"The tiniest moves you make
The whole damn world shakes
Call it a ""Bloodlust crisis of faith""
Been changing enough for us both, babe

Whoa-oh-oh
Watching it all come down
Watch it go 'round and 'round
The tiniest moves you make
Watching my whole world shake
Look who's on the edge again
On the edge again (whoo)

Call it ""American Football chic""
Breaking your neck for no reason
The little brush right down the avenue
A tiny twist of faith will come and shake you
You can believe

Whoa-oh-oh
Watching it all come down
Watch it go 'round and 'round
...
"
1014,reckless driving,Lizzy McAlpine,72,"alt z, boston folk, indie pop, singer-songwriter pop",189247,2022-04-08,68,0.532,0.39,0,-10.495,1,0.234,0.684,0.0,0.184,0.431,199.956,4,"I didn't mean to kiss you
I mean I did, but I didn't think it'd go this far
I didn't mean to kiss you
Now you can't focus on the road when I'm in your car

Now we're going 100
Your hands aren't on the wheel
'Cause you're just staring at me like you're not convinced that I am real
And now we're at 180
And I can finally see
But then it's over in a second, crashed the car into the tree
Yeah, I can see it all happen
You'd rather die than take your eyes off me

I don't love you like that
I'm a careful driver
And I tell you all the time to keep your eyes on the road
But you love me like that
You're a reckless driver
And one day it'll kill us if I don't let go

I don't know how to tell you
...
"
1015,Holocene,Bon Iver,75,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",336613,2022-03-25,67,0.374,0.304,1,-14.52,1,0.0302,0.943,0.298,0.126,0.147,147.969,4,"""Someway, baby, it's part of me, apart from me""

You're laying waste to Halloween

You fucked it, friend, it's on its head, it struck the street

You're in Milwaukee, off your feet

And at once, I knew
I was not magnificent

Strayed above the highway aisle

Jagged vacance, thick with ice

But I could see for miles, miles, miles
...
"
1016,Emergency Contact,Pierce The Veil,72,"modern rock, pop punk, screamo",240000,2023-02-10,67,0.537,0.82,3,-4.214,1,0.0345,0.000429,0.0,0.716,0.414,113.032,4,"There's no greater vengeance
Than learning to enjoy again
Hope you get the message
Nobody's shatter-resistant

Therapy is tiring
But so is hiding how you feel
You can bring the villainy
And I can bring the sex appeal

Leave me something
Or let me out, I'm starving
Push me, pull me
Waiting for the start of

Things that I want
This happily ever after
You choke on your words
But you swallow them faster
...
"
